Txn Date,Value Date,Narration,Chq/Ref No,Withdrawal Amt.,Deposit Amt.,Closing Balance
05/11/25,05/11/25,ACH-D- ADOBE SYSTEMS INDIA PVT LTD,demo:young_professional:70,"1,675.00",,"162,332.79"
07/11/25,07/11/25,POS 4471XXXX1102 ZOMATO LTD DELHI,demo:young_professional:491,466.48,,"161,866.31"
07/11/25,07/11/25,UPI/SWIGGYUPI/483648/PAY,demo:young_professional:604,516.25,,"161,350.06"
08/11/25,08/11/25,ACH-D- GROWW NIPPON INDIA MF SIP,demo:young_professional:200,"5,000.00",,"156,350.06"
08/11/25,08/11/25,UPI/ARJUN6106@OKHDFCBANK/815142/PAYMENT,demo:young_professional:685,450.00,,"155,900.06"
09/11/25,09/11/25,ACH-D- SPOTIFY INDIA LLP,demo:young_professional:28,149.00,,"155,751.06"
09/11/25,09/11/25,POS 4471XXXX1102 AMAZON.IN HYDERABAD,demo:young_professional:307,"2,225.77",,"153,525.29"
09/11/25,09/11/25,POS 4471XXXX1102 AMAZON.IN DELHI,demo:young_professional:609,"2,280.02",,"151,245.27"
09/11/25,09/11/25,UPI/SWIGGY/977917/PAYMENT,demo:young_professional:727,536.01,,"150,709.26"
09/11/25,09/11/25,UPI/PRIYA3718@OKAXIS/390413/PAYMENT,demo:young_professional:733,650.00,,"150,059.26"
10/11/25,10/11/25,POS 4471XXXX1102 AMAZON.IN CHENNAI,demo:young_professional:430,768.20,,"149,291.06"
11/11/25,11/11/25,BESCOM BILL PAYMENT 923691,demo:young_professional:236,"1,469.30",,"147,821.76"
11/11/25,11/11/25,UPI/SWIGGYUPI/741741/PAY,demo:young_professional:297,419.60,,"147,402.16"
11/11/25,11/11/25,POS 4471XXXX1102 IRCTC NEW DELHI,demo:young_professional:688,991.07,,"146,411.09"
11/11/25,11/11/25,ACH-D- SAAVN MEDIA PVT LTD,demo:young_professional:92,99.00,,"146,312.09"
12/11/25,12/11/25,NEFT-NETFLIXENT-7997-RTGS,demo:young_professional:10,649.00,,"145,663.09"
12/11/25,12/11/25,UPI/UBERINDIA/109648/PAYMENT,demo:young_professional:716,249.45,,"145,413.64"
14/11/25,14/11/25,IMPS-P2A-149355-ROHIT SHARMA,demo:young_professional:359,500.00,,"144,913.64"
14/11/25,14/11/25,UPI/ZOMATO/473042/PAYMENT,demo:young_professional:650,750.00,,"144,163.64"
15/11/25,15/11/25,ACH-D- BAJAJFIN EMI 449188,demo:young_professional:182,"4,200.00",,"139,963.64"
16/11/25,16/11/25,POS 4471XXXX1102 AMAZON.IN CHENNAI,demo:young_professional:287,"1,851.27",,"138,112.37"
17/11/25,17/11/25,UPI/AMAZONPAY/793874/PAYMENT,demo:young_professional:416,"2,515.97",,"135,596.40"
19/11/25,19/11/25,UPI/UBERINDIA/403156/PAYMENT,demo:young_professional:322,600.00,,"134,996.40"
20/11/25,20/11/25,CC PAYMENT AUTOPAY HDFC 1555,demo:young_professional:218,"30,701.35",,"104,295.05"
20/11/25,20/11/25,UPI/ARJUN7993@OKHDFCBANK/953819/PAYMENT,demo:young_professional:625,750.00,,"103,545.05"
21/11/25,21/11/25,UPI/PRIYA6446@OKAXIS/303753/PAYMENT,demo:young_professional:549,400.00,,"103,145.05"
21/11/25,21/11/25,UPI/ZOMATO/641870/PAYMENT,demo:young_professional:762,254.84,,"102,890.21"
23/11/25,23/11/25,POS 4471XXXX2210 OPENAI.COM SAN FRANCISCO,demo:young_professional:110,"1,999.00",,"100,891.21"
23/11/25,23/11/25,POS 4471XXXX1102 UBER INDIA SYSTEMS MUMBAI,demo:young_professional:414,309.04,,"100,582.17"
23/11/25,23/11/25,POS 4471XXXX1102 ZOMATO LTD GURGAON,demo:young_professional:479,665.97,,"99,916.20"
23/11/25,23/11/25,NEFT-AMAZONSELLER-9352-RTGS,demo:young_professional:719,"2,251.70",,"97,664.50"
25/11/25,25/11/25,UPI/BHARATPETRO/966447/PAYMENT,demo:young_professional:347,"1,650.00",,"96,014.50"
25/11/25,25/11/25,POS 4471XXXX1102 IRCTC NEW DELHI,demo:young_professional:452,"1,617.56",,"94,396.94"
25/11/25,25/11/25,UPI/ZOMATO/215001/PAYMENT,demo:young_professional:541,380.32,,"94,016.62"
26/11/25,26/11/25,NEFT-AMAZONSELLER-5872-RTGS,demo:young_professional:412,891.39,,"93,125.23"
26/11/25,26/11/25,POS 4471XXXX1102 AMAZON.IN MUMBAI,demo:young_professional:435,"4,500.00",,"88,625.23"
26/11/25,26/11/25,UPI/UBERINDIA/917086/PAYMENT,demo:young_professional:740,257.70,,"88,367.53"
28/11/25,28/11/25,UPI/SWIGGYUPI/621541/PAY,demo:young_professional:720,285.62,,"88,081.91"
02/12/25,02/12/25,NEFT-ACME TECHNOLOGIES-6613-SALARY,demo:young_professional:147,,"95,000.00","183,081.91"
03/12/25,03/12/25,IMPS-P2A-773273-RAMESH KUMAR RENT,demo:young_professional:129,"18,000.00",,"165,081.91"
03/12/25,03/12/25,NEFT-AMAZONSELLER-2866-RTGS,demo:young_professional:440,826.22,,"164,255.69"
03/12/25,03/12/25,POS 4471XXXX2210 CULT.FIT BENGALURU,demo:young_professional:53,"1,748.43",,"162,507.26"
04/12/25,04/12/25,UPI/SWIGGYUPI/183258/PAY,demo:young_professional:259,440.29,,"162,066.97"
04/12/25,04/12/25,POS 4471XXXX2210 ADOBE.COM NOIDA,demo:young_professional:71,"1,950.00",,"160,116.97"
05/12/25,05/12/25,EMI HDFC LTD 138823,demo:young_professional:165,"12,450.00",,"147,666.97"
07/12/25,07/12/25,UPI/SWIGGY/880098/PAYMENT,demo:young_professional:585,319.12,,"147,347.85"
07/12/25,07/12/25,UPI/PRIYA8446@OKAXIS/618654/PAYMENT,demo:young_professional:623,650.00,,"146,697.85"
09/12/25,09/12/25,NACH-SIP GROWW-4122-MF,demo:young_professional:201,"5,000.00",,"141,697.85"
09/12/25,09/12/25,POS 4471XXXX2210 SPOTIFY.COM MUMBAI,demo:young_professional:29,149.00,,"141,548.85"
09/12/25,09/12/25,ATM WDL GURGAON 980975,demo:young_professional:630,"5,500.00",,"136,048.85"
09/12/25,09/12/25,POS 4471XXXX2210 JIOSAAVN.COM MUMBAI,demo:young_professional:93,99.00,,"135,949.85"
10/12/25,10/12/25,IMPS-P2A-101861-ROHIT SHARMA,demo:young_professional:273,"1,800.00",,"134,149.85"
10/12/25,10/12/25,UPI/ARJUN1249@OKHDFCBANK/769176/PAYMENT,demo:young_professional:511,850.00,,"133,299.85"
10/12/25,10/12/25,ATM CASH 990304 CHENNAI,demo:young_professional:532,"2,000.00",,"131,299.85"
11/12/25,11/12/25,POS 4471XXXX1102 INDIAN OIL CHENNAI,demo:young_professional:350,"1,150.00",,"130,149.85"
11/12/25,11/12/25,UPI/SWIGGYUPI/144220/PAY,demo:young_professional:672,700.00,,"129,449.85"
11/12/25,11/12/25,POS 4471XXXX1102 AMAZON.IN CHENNAI,demo:young_professional:692,973.09,,"128,476.76"
12/12/25,12/12/25,UPI/UBERINDIA/456108/PAYMENT,demo:young_professional:292,303.98,,"128,172.78"
12/12/25,12/12/25,UPI/ZOMATO/904765/PAYMENT,demo:young_professional:508,254.05,,"127,918.73"
12/12/25,12/12/25,UPI/SWIGGY/789755/PAYMENT,demo:young_professional:533,603.87,,"127,314.86"
12/12/25,12/12/25,UPI/SWIGGY/561042/PAYMENT,demo:young_professional:583,247.31,,"127,067.55"
13/12/25,13/12/25,UPI/BESCOMBLR/908274/PAYMENT,demo:young_professional:237,"1,391.07",,"125,676.48"
13/12/25,13/12/25,UPI/MEGHA6972@YBL/162426/PAYMENT,demo:young_professional:494,350.00,,"125,326.48"
14/12/25,14/12/25,POS 4471XXXX2210 NETFLIX.COM MUMBAI,demo:young_professional:11,649.00,,"124,677.48"
14/12/25,14/12/25,UPI/BHARATPETRO/292224/PAYMENT,demo:young_professional:335,"1,430.00",,"123,247.48"
15/12/25,15/12/25,NACH-BAJAJ FINSERV-8027,demo:young_professional:183,"4,200.00",,"119,047.48"
18/12/25,18/12/25,POS 4471XXXX1102 IRCTC NEW DELHI,demo:young_professional:573,"1,507.00",,"117,540.48"
21/12/25,21/12/25,AUTOPAY CARD PAYMENT 330170,demo:young_professional:219,"16,421.72",,"101,118.76"
21/12/25,21/12/25,UPI/UBERINDIA/876722/PAYMENT,demo:young_professional:271,166.86,,"100,951.90"
21/12/25,21/12/25,IMPS-P2A-681688-ROHIT SHARMA,demo:young_professional:463,800.00,,"100,151.90"
22/12/25,22/12/25,ATM WDL HYDERABAD 780582,demo:young_professional:403,"5,000.00",,"95,151.90"
23/12/25,23/12/25,NEFT-OPENAILLC-5526-RTGS,demo:young_professional:111,"1,999.00",,"93,152.90"
27/12/25,27/12/25,POS 4471XXXX1102 SWIGGY BUNDL TECH MUMBAI,demo:young_professional:509,331.97,,"92,820.93"
27/12/25,27/12/25,UPI/SWIGGYUPI/422100/PAY,demo:young_professional:734,337.99,,"92,482.94"
30/12/25,30/12/25,UPI/SWIGGY/807799/PAYMENT,demo:young_professional:675,477.18,,"92,005.76"
31/12/25,31/12/25,SALARY ACME TECHNOLOGIES PVT LTD 901039,demo:young_professional:148,,"95,000.00","187,005.76"
31/12/25,31/12/25,UPI/UBERINDIA/782609/PAYMENT,demo:young_professional:778,198.82,,"186,806.94"
02/01/26,02/01/26,NEFT-RAMESH KUMAR-2108-RENT,demo:young_professional:130,"18,000.00",,"168,806.94"
03/01/26,03/01/26,IMPS-P2A-821947-ROHIT SHARMA,demo:young_professional:718,"1,500.00",,"167,306.94"
04/01/26,04/01/26,UPI/ZOMATO/329215/PAYMENT,demo:young_professional:404,390.13,,"166,916.81"
04/01/26,04/01/26,UPI/UBERINDIA/126292/PAYMENT,demo:young_professional:420,216.37,,"166,700.44"
04/01/26,04/01/26,NEFT-AMAZONSELLER-5587-RTGS,demo:young_professional:445,706.99,,"165,993.45"
04/01/26,04/01/26,UPI/CULTFIT/314666/PAYMENT,demo:young_professional:54,"1,748.43",,"164,245.02"
04/01/26,04/01/26,UPI/UBERINDIA/775159/PAYMENT,demo:young_professional:748,312.45,,"163,932.57"
05/01/26,05/01/26,UPI/SPOTIFYINDIA/425845/PAYMENT,demo:young_professional:30,149.00,,"163,783.57"
06/01/26,06/01/26,ACH-D- HDFCLOAN EMI 445835,demo:young_professional:166,"12,450.00",,"151,333.57"
06/01/26,06/01/26,UPI/MEGHA8204@YBL/676470/PAYMENT,demo:young_professional:396,"2,000.00",,"149,333.57"
06/01/26,06/01/26,UPI/ADOBEINDIA/973125/PAYMENT,demo:young_professional:72,"1,950.00",,"147,383.57"
07/01/26,07/01/26,UPI/PRIYA3233@OKAXIS/251066/PAYMENT,demo:young_professional:244,200.00,,"147,183.57"
07/01/26,07/01/26,POS 4471XXXX1102 UBER INDIA SYSTEMS GURGAON,demo:young_professional:538,507.15,,"146,676.42"
08/01/26,08/01/26,ACH-D- GROWW NIPPON INDIA MF SIP,demo:young_professional:202,"5,000.00",,"141,676.42"
09/01/26,09/01/26,UPI/JIOSAAVN/897313/PAYMENT,demo:young_professional:94,99.00,,"141,577.42"
10/01/26,10/01/26,UPI/ZOMATO/716580/PAYMENT,demo:young_professional:706,528.85,,"141,048.57"
11/01/26,11/01/26,UPI/UBERINDIA/302848/PAYMENT,demo:young_professional:318,133.36,,"140,915.21"
11/01/26,11/01/26,POS 4471XXXX1102 UBER INDIA SYSTEMS CHENNAI,demo:young_professional:331,179.69,,"140,735.52"
11/01/26,11/01/26,UPI/SWIGGYUPI/690875/PAY,demo:young_professional:461,624.58,,"140,110.94"
11/01/26,11/01/26,UPI/ZOMATO/481208/PAYMENT,demo:young_professional:581,320.80,,"139,790.14"
12/01/26,12/01/26,BESCOM BILL PAYMENT 484380,demo:young_professional:238,"2,302.65",,"137,487.49"
13/01/26,13/01/26,POS 4471XXXX1102 SWIGGY BUNDL TECH MUMBAI,demo:young_professional:628,228.30,,"137,259.19"
14/01/26,14/01/26,UPI/SWIGGYUPI/351017/PAY,demo:young_professional:556,409.80,,"136,849.39"
15/01/26,15/01/26,ACH-D- BAJAJFIN EMI 814900,demo:young_professional:184,"4,200.00",,"132,649.39"
16/01/26,16/01/26,UPI/NETFLIX BILLDESK/170846/PAYMENT,demo:young_professional:12,649.00,,"132,000.39"
16/01/26,16/01/26,POS 4471XXXX1102 SWIGGY BUNDL TECH PUNE,demo:young_professional:334,242.46,,"131,757.93"
16/01/26,16/01/26,UPI/AMAZONPAY/630827/PAYMENT,demo:young_professional:646,"1,884.84",,"129,873.09"
16/01/26,16/01/26,ACH-D- GOOGLE INDIA PVT LTD,demo:young_professional:79,"1,300.00",,"128,573.09"
17/01/26,17/01/26,UPI/BHARATPETRO/365468/PAYMENT,demo:young_professional:384,"1,170.00",,"127,403.09"
20/01/26,20/01/26,CC PAYMENT AUTOPAY HDFC 8610,demo:young_professional:220,"27,225.35",,"100,177.74"
20/01/26,20/01/26,UPI/MEGHA2190@YBL/686380/PAYMENT,demo:young_professional:543,450.00,,"99,727.74"
21/01/26,21/01/26,POS 4471XXXX1102 UBER INDIA SYSTEMS DELHI,demo:young_professional:607,184.97,,"99,542.77"
22/01/26,22/01/26,UPI/OPENAI/622343/PAYMENT,demo:young_professional:112,"1,999.00",,"97,543.77"
22/01/26,22/01/26,ACH-D- JIOHOTSTAR DIGITAL,demo:young_professional:40,299.00,,"97,244.77"
23/01/26,23/01/26,UPI/SWIGGY/788764/PAYMENT,demo:young_professional:700,221.81,,"97,022.96"
24/01/26,24/01/26,POS 4471XXXX1102 ZOMATO LTD MUMBAI,demo:young_professional:606,512.05,,"96,510.91"
24/01/26,24/01/26,ACH-D- AMAZON PRIME INDIA,demo:young_professional:81,"1,499.00",,"95,011.91"
25/01/26,25/01/26,UPI/SWIGGYUPI/444687/PAY,demo:young_professional:370,277.84,,"94,734.07"
25/01/26,25/01/26,UPI/AMAZONPAY/286459/PAYMENT,demo:young_professional:594,779.38,,"93,954.69"
27/01/26,27/01/26,UPI/SWIGGYUPI/958748/PAY,demo:young_professional:391,301.72,,"93,652.97"
27/01/26,27/01/26,IMPS-P2A-833683-ROHIT SHARMA,demo:young_professional:553,"1,400.00",,"92,252.97"
27/01/26,27/01/26,UPI/BHARATPETRO/825026/PAYMENT,demo:young_professional:735,820.00,,"91,432.97"
28/01/26,28/01/26,IMPS-P2A-913857-ROHIT SHARMA,demo:young_professional:380,"1,100.00",,"90,332.97"
28/01/26,28/01/26,NEFT-AMAZONSELLER-8001-RTGS,demo:young_professional:618,"1,538.78",,"88,794.19"
29/01/26,29/01/26,UPI/UBERINDIA/864496/PAYMENT,demo:young_professional:401,165.66,,"88,628.53"
30/01/26,30/01/26,POS 4471XXXX1102 SWIGGY BUNDL TECH MUMBAI,demo:young_professional:487,373.93,,"88,254.60"
31/01/26,31/01/26,NEFT-AMAZONSELLER-6988-RTGS,demo:young_professional:483,"1,123.45",,"87,131.15"
01/02/26,01/02/26,NEFT-ACME TECHNOLOGIES-3838-SALARY,demo:young_professional:149,,"95,000.00","182,131.15"
02/02/26,02/02/26,POS 4471XXXX1102 HP PETRO PUMP HYDERABAD,demo:young_professional:299,850.00,,"181,281.15"
02/02/26,02/02/26,UPI/AMAZONPAY/918534/PAYMENT,demo:young_professional:371,713.68,,"180,567.47"
02/02/26,02/02/26,ACH-D- CUREFIT HEALTHCARE PVT LTD,demo:young_professional:55,"1,748.43",,"178,819.04"
03/02/26,03/02/26,UPI/SWIGGY/842083/PAYMENT,demo:young_professional:690,356.42,,"178,462.62"
05/02/26,05/02/26,IMPS-P2A-281079-RAMESH KUMAR RENT,demo:young_professional:131,"18,000.00",,"160,462.62"
05/02/26,05/02/26,EMI HDFC LTD 403888,demo:young_professional:167,"12,450.00",,"148,012.62"
05/02/26,05/02/26,UPI/AMAZONPAY/825623/PAYMENT,demo:young_professional:707,"1,235.34",,"146,777.28"
06/02/26,06/02/26,ATM CASH 820429 BENGALURU,demo:young_professional:341,"1,500.00",,"145,277.28"
06/02/26,06/02/26,ACH-D- ADOBE SYSTEMS INDIA PVT LTD,demo:young_professional:73,"1,950.00",,"143,327.28"
06/02/26,06/02/26,UPI/PRIYA1800@OKAXIS/885484/PAYMENT,demo:young_professional:769,600.00,,"142,727.28"
09/02/26,09/02/26,ACH-D- SPOTIFY INDIA LLP,demo:young_professional:31,149.00,,"142,578.28"
09/02/26,09/02/26,ACH-D- SAAVN MEDIA PVT LTD,demo:young_professional:95,99.00,,"142,479.28"
11/02/26,11/02/26,NACH-SIP GROWW-5391-MF,demo:young_professional:203,"5,000.00",,"137,479.28"
11/02/26,11/02/26,UPI/ARJUN5216@OKHDFCBANK/134277/PAYMENT,demo:young_professional:245,350.00,,"137,129.28"
12/02/26,12/02/26,UPI/BESCOMBLR/670131/PAYMENT,demo:young_professional:239,"2,384.67",,"134,744.61"
12/02/26,12/02/26,UPI/ARJUN4276@OKHDFCBANK/581319/PAYMENT,demo:young_professional:681,300.00,,"134,444.61"
12/02/26,12/02/26,ATM WDL BENGALURU 412127,demo:young_professional:794,"1,500.00",,"132,944.61"
13/02/26,13/02/26,UPI/PRIYA4985@OKAXIS/173583/PAYMENT,demo:young_professional:565,550.00,,"132,394.61"
14/02/26,14/02/26,ACH-D- NETFLIX ENTERTAINMENT SERVICES,demo:young_professional:13,649.00,,"131,745.61"
15/02/26,15/02/26,NACH-BAJAJ FINSERV-5329,demo:young_professional:185,"4,200.00",,"127,545.61"
15/02/26,15/02/26,IMPS-P2A-854219-ROHIT SHARMA,demo:young_professional:293,350.00,,"127,195.61"
16/02/26,16/02/26,UPI/AMAZONPAY/893225/PAYMENT,demo:young_professional:572,"4,500.00",,"122,695.61"
17/02/26,17/02/26,POS 4471XXXX1102 ZOMATO LTD GURGAON,demo:young_professional:467,273.35,,"122,422.26"
20/02/26,20/02/26,AUTOPAY CARD PAYMENT 239493,demo:young_professional:221,"37,072.78",,"85,349.48"
20/02/26,20/02/26,UPI/MEGHA5773@YBL/729561/PAYMENT,demo:young_professional:285,"1,300.00",,"84,049.48"
20/02/26,20/02/26,POS 4471XXXX1102 ZOMATO LTD DELHI,demo:young_professional:770,443.34,,"83,606.14"
22/02/26,22/02/26,UPI/BHARATPETRO/151619/PAYMENT,demo:young_professional:424,"1,060.00",,"82,546.14"
23/02/26,23/02/26,UPI/AMAZONPAY/752865/PAYMENT,demo:young_professional:357,"1,755.39",,"80,790.75"
23/02/26,23/02/26,UPI/UBERINDIA/736737/PAYMENT,demo:young_professional:381,151.83,,"80,638.92"
23/02/26,23/02/26,UPI/PRIYA9542@OKAXIS/607308/PAYMENT,demo:young_professional:513,450.00,,"80,188.92"
24/02/26,24/02/26,UPI/UBERINDIA/359297/PAYMENT,demo:young_professional:345,332.31,,"79,856.61"
25/02/26,25/02/26,POS 4471XXXX2210 OPENAI.COM SAN FRANCISCO,demo:young_professional:113,"1,999.00",,"77,857.61"
25/02/26,25/02/26,POS 4471XXXX1102 AMAZON.IN MUMBAI,demo:young_professional:383,"1,879.89",,"75,977.72"
26/02/26,26/02/26,UPI/IRCTCUPI/712567/PAYMENT,demo:young_professional:340,"2,500.00",,"73,477.72"
26/02/26,26/02/26,POS 4471XXXX1102 AMAZON.IN HYDERABAD,demo:young_professional:554,"2,234.13",,"71,243.59"
02/03/26,02/03/26,SALARY ACME TECHNOLOGIES PVT LTD 732546,demo:young_professional:150,,"95,000.00","166,243.59"
02/03/26,02/03/26,POS 4471XXXX1102 ZOMATO LTD BENGALURU,demo:young_professional:441,337.23,,"165,906.36"
02/03/26,02/03/26,POS 4471XXXX1102 IRCTC NEW DELHI,demo:young_professional:715,"1,072.53",,"164,833.83"
03/03/26,03/03/26,POS 4471XXXX1102 AMAZON.IN GURGAON,demo:young_professional:266,"2,644.32",,"162,189.51"
03/03/26,03/03/26,ATM WDL MUMBAI 715337,demo:young_professional:569,"3,500.00",,"158,689.51"
05/03/26,05/03/26,NEFT-RAMESH KUMAR-4812-RENT,demo:young_professional:132,"18,000.00",,"140,689.51"
05/03/26,05/03/26,ACH-D- HDFCLOAN EMI 791214,demo:young_professional:168,"12,450.00",,"128,239.51"
05/03/26,05/03/26,UPI/BHARATPETRO/144448/PAYMENT,demo:young_professional:459,"1,020.00",,"127,219.51"
05/03/26,05/03/26,NEFT-CULTFITIND-2225-RTGS,demo:young_professional:56,"1,888.30",,"125,331.21"
05/03/26,05/03/26,POS 4471XXXX2210 ADOBE.COM NOIDA,demo:young_professional:74,"1,950.00",,"123,381.21"
06/03/26,06/03/26,POS 4471XXXX2210 SPOTIFY.COM MUMBAI,demo:young_professional:32,149.00,,"123,232.21"
06/03/26,06/03/26,UPI/ZOMATO/934473/PAYMENT,demo:young_professional:641,297.13,,"122,935.08"
06/03/26,06/03/26,UPI/AMAZONPAY/672527/PAYMENT,demo:young_professional:729,"1,102.10",,"121,832.98"
08/03/26,08/03/26,UPI/ZOMATO/321430/PAYMENT,demo:young_professional:761,210.99,,"121,621.99"
09/03/26,09/03/26,UPI/UBERINDIA/607792/PAYMENT,demo:young_professional:599,263.86,,"121,358.13"
09/03/26,09/03/26,UPI/SWIGGY/473665/PAYMENT,demo:young_professional:694,224.96,,"121,133.17"
10/03/26,10/03/26,ACH-D- GROWW NIPPON INDIA MF SIP,demo:young_professional:204,"5,000.00",,"116,133.17"
11/03/26,11/03/26,POS 4471XXXX2210 JIOSAAVN.COM MUMBAI,demo:young_professional:96,99.00,,"116,034.17"
12/03/26,12/03/26,BESCOM BILL PAYMENT 470694,demo:young_professional:240,"1,078.14",,"114,956.03"
12/03/26,12/03/26,UPI/UBERINDIA/239639/PAYMENT,demo:young_professional:492,473.11,,"114,482.92"
15/03/26,15/03/26,NEFT-NETFLIXENT-8708-RTGS,demo:young_professional:14,649.00,,"113,833.92"
15/03/26,15/03/26,ACH-D- BAJAJFIN EMI 235989,demo:young_professional:186,"4,200.00",,"109,633.92"
15/03/26,15/03/26,UPI/SWIGGY/188516/PAYMENT,demo:young_professional:296,327.92,,"109,306.00"
15/03/26,15/03/26,POS 4471XXXX1102 UBER INDIA SYSTEMS MUMBAI,demo:young_professional:394,462.35,,"108,843.65"
15/03/26,15/03/26,UPI/UBERINDIA/707945/PAYMENT,demo:young_professional:663,217.56,,"108,626.09"
16/03/26,16/03/26,UPI/MEGHA8479@YBL/204129/PAYMENT,demo:young_professional:732,950.00,,"107,676.09"
17/03/26,17/03/26,POS 4471XXXX1102 AMAZON.IN HYDERABAD,demo:young_professional:354,"2,101.74",,"105,574.35"
17/03/26,17/03/26,POS 4471XXXX1102 AMAZON.IN BENGALURU,demo:young_professional:474,"2,373.94",,"103,200.41"
17/03/26,17/03/26,IMPS-P2A-440876-ROHIT SHARMA,demo:young_professional:486,250.00,,"102,950.41"
17/03/26,17/03/26,UPI/BHARATPETRO/265251/PAYMENT,demo:young_professional:743,910.00,,"102,040.41"
21/03/26,21/03/26,NEFT-OPENAILLC-3077-RTGS,demo:young_professional:114,"1,999.00",,"100,041.41"
21/03/26,21/03/26,CC PAYMENT AUTOPAY HDFC 5764,demo:young_professional:222,"23,009.42",,"77,031.99"
22/03/26,22/03/26,UPI/MEGHA4461@YBL/628649/PAYMENT,demo:young_professional:303,150.00,,"76,881.99"
27/03/26,27/03/26,ATM CASH 803928 PUNE,demo:young_professional:431,"7,500.00",,"69,381.99"
28/03/26,28/03/26,UPI/ZOMATO/913348/PAYMENT,demo:young_professional:252,570.79,,"68,811.20"
29/03/26,29/03/26,UPI/UBERINDIA/274524/PAYMENT,demo:young_professional:355,385.82,,"68,425.38"
29/03/26,29/03/26,POS 4471XXXX1102 SWIGGY BUNDL TECH GURGAON,demo:young_professional:524,370.43,,"68,054.95"
29/03/26,29/03/26,UPI/ZOMATO/649404/PAYMENT,demo:young_professional:710,212.00,,"67,842.95"
30/03/26,30/03/26,NEFT-ACME TECHNOLOGIES-8358-SALARY,demo:young_professional:151,,"95,000.00","162,842.95"
30/03/26,30/03/26,POS 4471XXXX1102 HP PETRO PUMP PUNE,demo:young_professional:258,"1,590.00",,"161,252.95"
30/03/26,30/03/26,UPI/PRIYA9928@OKAXIS/925536/PAYMENT,demo:young_professional:593,400.00,,"160,852.95"
31/03/26,31/03/26,UPI/SWIGGY/166999/PAYMENT,demo:young_professional:493,242.18,,"160,610.77"
02/04/26,02/04/26,IMPS-P2A-801281-RAMESH KUMAR RENT,demo:young_professional:133,"18,000.00",,"142,610.77"
02/04/26,02/04/26,UPI/BHARATPETRO/913233/PAYMENT,demo:young_professional:304,"1,210.00",,"141,400.77"
02/04/26,02/04/26,UPI/PRIYA8753@OKAXIS/496454/PAYMENT,demo:young_professional:453,600.00,,"140,800.77"
03/04/26,03/04/26,POS 4471XXXX1102 UBER INDIA SYSTEMS PUNE,demo:young_professional:300,234.26,,"140,566.51"
03/04/26,03/04/26,POS 4471XXXX2210 CULT.FIT BENGALURU,demo:young_professional:57,"1,888.30",,"138,678.21"
03/04/26,03/04/26,UPI/SWIGGY/221145/PAYMENT,demo:young_professional:724,209.26,,"138,468.95"
04/04/26,04/04/26,UPI/ARJUN5302@OKHDFCBANK/554537/PAYMENT,demo:young_professional:795,750.00,,"137,718.95"
05/04/26,05/04/26,EMI HDFC LTD 795145,demo:young_professional:169,"12,450.00",,"125,268.95"
05/04/26,05/04/26,UPI/ADOBEINDIA/545564/PAYMENT,demo:young_professional:75,"1,950.00",,"123,318.95"
06/04/26,06/04/26,UPI/AMAZONPAY/629429/PAYMENT,demo:young_professional:684,"4,500.00",,"118,818.95"
06/04/26,06/04/26,POS 4471XXXX1102 UBER INDIA SYSTEMS DELHI,demo:young_professional:752,140.63,,"118,678.32"
07/04/26,07/04/26,UPI/SWIGGY/852697/PAYMENT,demo:young_professional:784,267.71,,"118,410.61"
08/04/26,08/04/26,NACH-SIP GROWW-1477-MF,demo:young_professional:205,"5,000.00",,"113,410.61"
08/04/26,08/04/26,POS 4471XXXX1102 INDIAN OIL HYDERABAD,demo:young_professional:374,"1,330.00",,"112,080.61"
09/04/26,09/04/26,UPI/SPOTIFYINDIA/201953/PAYMENT,demo:young_professional:33,149.00,,"111,931.61"
10/04/26,10/04/26,UPI/UBERINDIA/209830/PAYMENT,demo:young_professional:755,354.33,,"111,577.28"
11/04/26,11/04/26,UPI/AMAZONPAY/620555/PAYMENT,demo:young_professional:766,"1,484.88",,"110,092.40"
11/04/26,11/04/26,UPI/JIOSAAVN/858093/PAYMENT,demo:young_professional:97,99.00,,"109,993.40"
13/04/26,13/04/26,POS 4471XXXX2210 NETFLIX.COM MUMBAI,demo:young_professional:15,649.00,,"109,344.40"
14/04/26,14/04/26,UPI/BESCOMBLR/598635/PAYMENT,demo:young_professional:241,"2,411.11",,"106,933.29"
14/04/26,14/04/26,UPI/ZOMATO/699502/PAYMENT,demo:young_professional:367,288.24,,"106,645.05"
14/04/26,14/04/26,UPI/PRIYA2918@OKAXIS/315827/PAYMENT,demo:young_professional:500,400.00,,"106,245.05"
15/04/26,15/04/26,NACH-BAJAJ FINSERV-9559,demo:young_professional:187,"4,200.00",,"102,045.05"
17/04/26,17/04/26,UPI/ZOMATO/205550/PAYMENT,demo:young_professional:397,355.02,,"101,690.03"
18/04/26,18/04/26,POS 4471XXXX1102 UBER INDIA SYSTEMS DELHI,demo:young_professional:363,274.75,,"101,415.28"
18/04/26,18/04/26,POS 4471XXXX1102 UBER INDIA SYSTEMS GURGAON,demo:young_professional:423,222.05,,"101,193.23"
19/04/26,19/04/26,UPI/ZOMATO/638483/PAYMENT,demo:young_professional:458,621.42,,"100,571.81"
20/04/26,20/04/26,AUTOPAY CARD PAYMENT 699030,demo:young_professional:223,"39,361.50",,"61,210.31"
20/04/26,20/04/26,POS 4471XXXX1102 INDIAN OIL MUMBAI,demo:young_professional:602,760.00,,"60,450.31"
